loan_id,application_id,customer_id,state,city,gender,employment_type,occupation_category,income_band,monthly_income,credit_score,debt_to_income_ratio,acquisition_channel,loan_product,purpose_category,risk_band,underwriting_score,disbursement_date,principal_amount,interest_rate,tenure_months,emi_amount,loan_status,current_outstanding,days_past_due,delinquency_bucket,default_flag,write_off_flag,total_due_amount,total_paid_amount,repayment_completion_rate,missed_payment_count,partial_payment_count,late_payment_count,avg_days_late,max_days_late,pd_score,lgd,ead,expected_credit_loss,par30_flag,par60_flag,par90_flag,risk_priority_score,risk_priority_band,total_contact_attempts,total_recovered_amount,promise_to_pay_count,last_action_date,last_contact_attempt_number,expected_recoverable_value,collections_priority_score,recommended_next_action
LOAN00009287,APP00014867,CUST0005247,Maharashtra,Mumbai,Female,Salaried,Manufacturing,Affluent,102622,716,0.229,Partner Marketplace,Personal Loan,Medical Expense,High,59.64,2025-06-07,343000.0,26.68,24,18596.82,Active,210932.98,1,Current,0,0,223161.84,188953.31,0.8467,0,2,6,17.583333333333332,49,0.1271,0.45,210932.98,12064.31,0,0,0,11.76,Low Priority,1.0,0.0,0.0,2025-07-11,1.0,116013.14,13.24,Digital reminder + payment link
LOAN00007577,APP00012166,CUST0023292,Telangana,Hyderabad,Female,Gig Worker,Other Services,Low Income,12000,595,0.622,Website,Consumer Durable Loan,Laptop,Critical,9.26,2025-12-09,18500.0,23.87,18,1232.81,Active,14484.58,12,1-30 DPD,0,0,7396.86,6949.299999999999,0.9395,0,1,4,27.0,42,0.5715,0.45,14484.58,3725.07,0,0,0,26.13,Low Priority,4.0,2911.85,2.0,2026-05-30,4.0,8922.5,13.24,Digital reminder + payment link
LOAN00017871,APP00028921,CUST0003644,Tamil Nadu,Coimbatore,Male,Self-employed,Professional Services,Mass Market,49609,598,0.297,Website,Consumer Durable Loan,Mobile Phone,High,49.97,2026-03-12,6500.0,22.77,12,610.77,Active,5976.65,45,31-60 DPD,0,0,1832.31,1832.31,1.0,0,0,1,4.333333333333333,12,0.24,0.45,5976.65,645.48,1,0,0,22.97,Low Priority,3.0,1651.02,0.0,2026-06-23,3.0,3287.16,13.24,Priority phone call
LOAN00013301,APP00021446,CUST0003578,Rajasthan,Jodhpur,Female,Salaried,IT and Services,Upper Mass,63353,647,0.325,Website,Consumer Durable Loan,Electronics,High,50.49,2025-11-08,62500.0,21.71,12,5840.93,Active,38962.42,49,31-60 DPD,0,0,40886.51,39948.100000000006,0.977,0,1,3,20.0,48,0.24,0.45,38962.42,4207.94,1,0,0,23.92,Low Priority,5.0,38990.56,0.0,2026-06-22,5.0,21429.33,13.23,Priority phone call
LOAN00018528,APP00029974,CUST0014395,Uttar Pradesh,Lucknow,Male,Salaried,Education,Upper Mass,64641,646,0.333,Mobile App,Consumer Durable Loan,Electronics,Critical,43.27,2025-08-27,22500.0,24.16,18,1502.56,Active,12653.45,48,61-90 DPD,0,0,15025.599999999999,9015.36,0.6,3,1,3,39.8,115,0.24,0.45,12653.45,1366.57,1,0,0,23.16,Low Priority,7.0,3751.82,2.0,2026-06-23,7.0,7794.53,13.23,Priority phone call
LOAN00001738,APP00002789,CUST0010272,Uttar Pradesh,Kanpur,Male,Contract Worker,Construction,Mass Market,48424,675,0.467,Mobile App,Personal Loan,Home Improvement,Critical,42.92,2026-01-21,71000.0,28.85,24,3927.9,Active,63020.6,17,1-30 DPD,0,0,19639.5,15711.6,0.8,1,0,0,12.2,60,0.4227,0.45,63020.6,11987.46,0,0,0,20.83,Low Priority,1.0,0.0,0.0,2026-06-12,1.0,34661.33,13.23,Digital reminder + payment link
LOAN00001923,APP00003076,CUST0001900,Gujarat,Rajkot,Female,Gig Worker,Delivery and Mobility,Mass Market,32273,508,0.544,Website,Personal Loan,Debt Consolidation,Critical,0.0,2025-05-26,78500.0,27.16,18,5358.12,Active,30541.51,12,Current,0,0,69655.56,62287.39,0.8942,0,3,5,15.692307692307692,51,0.5854,0.45,30541.51,8045.55,0,0,0,27.22,Low Priority,11.0,108183.8,5.0,2026-04-19,11.0,19821.44,13.22,Digital reminder + payment link
LOAN00003802,APP00006072,CUST0005899,Rajasthan,Jodhpur,Female,Salaried,Finance and Accounting,Upper Mass,56687,722,0.172,Mobile App,Personal Loan,Debt Consolidation,High,60.98,2026-03-22,161000.0,24.55,18,10782.36,Active,141607.75,20,31-60 DPD,0,0,32347.08,32347.08,1.0,0,0,1,3.6666666666666665,9,0.1271,0.45,141607.75,8099.26,0,0,0,9.77,Low Priority,5.0,119605.11,3.0,2026-05-23,5.0,91903.43,13.22,Digital reminder + payment link
LOAN00001798,APP00002874,CUST0024895,Tamil Nadu,Madurai,Female,Contract Worker,Sales and Retail,Mass Market,49438,621,0.28,Paid Search,Business Micro-loan,Equipment Purchase,Critical,0.0,2025-11-28,112000.0,30.67,12,10955.5,Active,60298.6,12,1-30 DPD,0,0,76688.5,70494.62,0.9192,0,1,2,10.714285714285714,43,0.5032,0.45,60298.6,13654.01,0,0,0,24.37,Low Priority,5.0,58315.78,2.0,2026-06-11,5.0,37143.94,13.21,Digital reminder + payment link
LOAN00010489,APP00016816,CUST0024845,Karnataka,Mysuru,Male,Salaried,Sales and Retail,Upper Mass,75703,651,0.493,Website,Personal Loan,Travel,High,48.9,2026-02-17,154000.0,25.04,36,6126.27,Active,144953.6,23,1-30 DPD,0,0,24505.08,22100.160000000003,0.9019,0,1,1,16.75,60,0.155,0.45,144953.6,10110.51,0,0,0,11.12,Low Priority,1.0,45437.88,0.0,2026-03-25,1.0,79724.48,13.19,Digital reminder + payment link
LOAN00007235,APP00011616,CUST0004348,Kerala,Thrissur,Male,Salaried,IT and Services,Upper Mass,64798,690,0.147,Mobile App,Personal Loan,Travel,High,51.1,2025-06-25,172000.0,24.54,24,9140.25,Active,113397.96,39,31-60 DPD,0,0,109683.0,76692.91,0.6992,2,2,2,18.333333333333332,91,0.24,0.45,113397.96,12246.98,1,0,0,26.05,Low Priority,9.0,148873.18,1.0,2026-06-28,9.0,66111.01,13.18,Priority phone call
LOAN00003697,APP00005906,CUST0009962,Uttar Pradesh,Kanpur,Male,Contract Worker,Construction,Upper Mass,52575,636,0.519,Paid Search,Business Micro-loan,Shop Renovation,Critical,0.0,2025-10-17,159500.0,29.67,18,11086.05,Active,101467.83,27,31-60 DPD,0,0,88688.4,88688.4,1.0,0,0,2,6.0,37,0.5032,0.45,101467.83,22976.38,0,0,0,25.55,Low Priority,7.0,45477.69,1.0,2026-05-21,7.0,59155.74,13.18,Digital reminder + payment link
LOAN00014961,APP00024161,CUST0009929,Delhi,Saket,Female,Salaried,Healthcare,Upper Mass,72492,666,0.079,DSA Agent,Salary Advance,Utility Bills,Medium,71.74,2026-04-22,53000.0,21.27,3,18296.62,Active,37196.14,32,1-30 DPD,0,0,36593.24,36593.24,1.0,0,0,0,1.0,2,0.24,0.45,37196.14,4017.18,1,0,0,23.86,Low Priority,3.0,29209.190000000002,0.0,2026-06-15,3.0,20457.88,13.17,Priority phone call
LOAN00010881,APP00017430,CUST0018420,Maharashtra,Pune,Female,Salaried,Sales and Retail,Upper Mass,93472,618,0.473,Partner Marketplace,Personal Loan,Education,Critical,31.26,2025-11-04,172500.0,28.66,36,7196.87,Active,156264.55,8,Current,0,0,50378.09,43181.22,0.8571,1,0,2,20.571428571428573,68,0.2841,0.45,156264.55,19977.64,0,0,0,17.26,Low Priority,2.0,39437.86,0.0,2026-02-20,2.0,85945.5,13.15,Digital reminder + payment link
LOAN00010367,APP00016632,CUST0022078,Tamil Nadu,Chennai,Female,Self-employed,Small Business,Upper Mass,76991,702,0.324,Referral,Personal Loan,Emergency Expense,Medium,65.41,2026-04-15,152500.0,19.76,24,7743.74,Active,150532.21,15,1-30 DPD,0,0,15487.48,7743.74,0.5,0,0,1,0.0,0,0.0937,0.45,150532.21,6347.19,0,0,0,8.53,Low Priority,1.0,0.0,1.0,2026-05-20,1.0,87760.28,13.15,Digital reminder + payment link
LOAN00005153,APP00008257,CUST0002108,Telangana,Nizamabad,Female,Salaried,Healthcare,Affluent,100655,675,0.41,Paid Search,Personal Loan,Travel,High,50.41,2026-04-12,174500.0,25.51,36,6985.24,Active,173321.1,20,1-30 DPD,0,0,13970.48,13970.48,1.0,0,0,0,0.0,0,0.155,0.45,173321.1,12089.15,0,0,0,11.94,Low Priority,2.0,24315.11,0.0,2026-06-22,2.0,95326.61,13.15,Digital reminder + payment link
LOAN00012052,APP00019426,CUST0014848,Maharashtra,Nashik,Male,Contract Worker,Construction,Mass Market,42719,689,0.327,Website,Personal Loan,Travel,High,53.95,2025-12-23,75000.0,24.03,9,9189.75,Active,41334.58,56,61-90 DPD,0,0,55138.5,45948.75,0.8333,1,0,2,12.833333333333334,37,0.24,0.45,41334.58,4464.13,1,0,0,23.98,Low Priority,6.0,0.0,0.0,2026-06-18,6.0,22734.02,13.13,Priority phone call
LOAN00004585,APP00007337,CUST0015148,Gujarat,Vadodara,Male,Self-employed,Other Services,Low Income,19789,643,0.437,Partner Marketplace,Business Micro-loan,Working Capital,Critical,13.49,2026-01-07,66500.0,31.76,18,4691.85,Active,57125.24,33,31-60 DPD,0,0,23459.25,18767.4,0.8,1,0,2,24.6,101,0.4331,0.45,57125.24,11133.42,1,0,0,33.12,Low Priority,9.0,40267.98,1.0,2026-06-19,9.0,33304.01,13.13,Priority phone call
LOAN00001030,APP00001657,CUST0011371,Uttar Pradesh,Noida,Female,Small Business Owner,Small Business,Mass Market,42586,676,0.33,Partner Marketplace,Personal Loan,Emergency Expense,High,45.5,2026-01-07,66500.0,23.66,18,4424.65,Active,57430.27,35,31-60 DPD,0,0,22123.25,17698.6,0.8,1,0,1,24.4,88,0.24,0.45,57430.27,6202.47,1,0,0,24.44,Low Priority,6.0,22673.07,1.0,2026-06-24,6.0,33481.85,13.11,Priority phone call
LOAN00013140,APP00021183,CUST0006012,Telangana,Warangal,Male,Self-employed,Sales and Retail,Upper Mass,58482,704,0.384,Partner Marketplace,Personal Loan,Medical Expense,High,51.71,2025-07-29,208500.0,25.08,36,8298.75,Active,163959.25,17,31-60 DPD,0,0,91286.25,82987.5,0.9091,0,0,6,6.909090909090909,32,0.1985,0.45,163959.25,14645.66,0,0,0,13.63,Low Priority,7.0,248344.97999999998,3.0,2026-06-24,7.0,106409.55,13.1,Digital reminder + payment link
LOAN00014954,APP00024151,CUST0023762,Uttar Pradesh,Noida,Female,Salaried,Finance and Accounting,Upper Mass,82084,679,0.176,DSA Agent,Personal Loan,Emergency Expense,Medium,67.82,2026-04-02,213000.0,22.99,12,20037.23,Active,189355.51,4,1-30 DPD,0,0,40074.46,40074.46,1.0,0,0,1,9.5,17,0.06,0.45,189355.51,5112.6,0,0,0,8.12,Low Priority,1.0,0.0,1.0,2026-04-07,1.0,110394.26,13.1,Digital reminder + payment link
LOAN00010447,APP00016751,CUST0017405,Karnataka,Bengaluru,Male,Small Business Owner,Trading,Upper Mass,82289,732,0.247,Social Media,Consumer Durable Loan,Mobile Phone,High,58.27,2026-01-12,6500.0,21.13,18,424.5,Active,5382.87,50,31-60 DPD,0,0,2122.5,1362.27,0.6418,1,1,1,29.8,106,0.24,0.45,5382.87,581.35,1,0,0,22.95,Low Priority,7.0,5823.5199999999995,2.0,2026-06-11,7.0,3315.85,13.1,Priority phone call
LOAN00006869,APP00011062,CUST0015447,Karnataka,Mangaluru,Female,Salaried,Education,Mass Market,37640,756,0.359,Website,Personal Loan,Family Event,High,49.76,2026-02-25,169000.0,24.03,36,6633.01,Active,159157.68,8,Current,0,0,26532.04,26532.04,1.0,0,0,2,13.5,35,0.155,0.45,159157.68,11101.25,0,0,0,11.53,Low Priority,0.0,0.0,0.0,No Prior Contact,0.0,87536.72,13.1,Digital reminder + payment link
LOAN00000449,APP00000736,CUST0000274,Delhi,New Delhi,Female,Self-employed,Professional Services,Upper Mass,65854,652,0.403,Partner Marketplace,Business Micro-loan,Inventory Purchase,High,49.4,2025-08-02,102500.0,27.56,24,5603.12,Active,76992.38,53,31-60 DPD,0,0,56031.2,54179.89,0.967,0,1,2,4.6,32,0.24,0.45,76992.38,8315.18,1,0,0,25.0,Low Priority,9.0,55582.979999999996,1.0,2026-06-17,9.0,44886.56,13.1,Priority phone call
LOAN00007862,APP00012583,CUST0002404,Kerala,Thiruvananthapuram,Male,Salaried,Finance and Accounting,Affluent,106625,706,0.361,Social Media,Personal Loan,Travel,High,55.68,2025-08-23,386000.0,22.9,24,20196.94,Active,263438.82,18,1-30 DPD,0,0,201969.4,169308.99,0.8383,0,3,3,21.7,48,0.155,0.45,263438.82,18374.86,0,0,0,14.52,Low Priority,6.0,404483.9,0.0,2026-06-20,6.0,144891.35,13.09,Digital reminder + payment link
LOAN00016907,APP00027342,CUST0003416,Karnataka,Mangaluru,Female,Self-employed,Professional Services,Upper Mass,82116,694,0.371,DSA Agent,Salary Advance,Emergency Expense,High,55.49,2025-11-30,16500.0,24.41,2,8502.57,Active,3773.81,39,31-60 DPD,0,0,17005.14,17005.14,1.0,0,0,2,21.5,35,0.24,0.45,3773.81,407.57,1,0,0,22.91,Low Priority,4.0,2876.48,1.0,2026-06-07,4.0,2200.13,13.09,Priority phone call
LOAN00010811,APP00017315,CUST0002592,Delhi,Saket,Female,Small Business Owner,Small Business,Low Income,12000,578,0.501,Partner Marketplace,Salary Advance,Utility Bills,Critical,39.5,2026-03-14,4000.0,27.86,6,721.87,Active,2865.79,20,1-30 DPD,0,0,2165.61,2165.61,1.0,0,0,2,14.0,22,0.4615,0.45,2865.79,595.15,0,0,0,20.85,Low Priority,1.0,1215.09,1.0,2026-05-19,1.0,1670.76,13.08,Digital reminder + payment link
LOAN00015429,APP00024904,CUST0023377,Karnataka,Hubballi,Male,Small Business Owner,Services Business,Affluent,169288,706,0.124,Mobile App,Business Micro-loan,Inventory Purchase,High,46.26,2025-03-28,242000.0,27.46,24,13216.52,Active,117412.78,22,1-30 DPD,0,0,198247.80000000002,132856.82,0.6702,2,3,5,22.266666666666666,117,0.2122,0.45,117412.78,11211.75,0,0,0,12.91,Low Priority,4.0,0.0,2.0,2026-02-14,4.0,72326.27,13.08,Digital reminder + payment link
LOAN00007905,APP00012655,CUST0016616,Tamil Nadu,Chennai,Female,Salaried,Healthcare,Low Income,14610,596,0.505,Mobile App,Personal Loan,Education,Critical,29.95,2025-04-11,46500.0,28.31,24,2559.67,Active,26370.58,32,31-60 DPD,0,0,35835.380000000005,22778.13,0.6356,3,3,2,27.5,115,0.3637,0.45,26370.58,4315.94,1,0,0,29.12,Low Priority,8.0,46119.740000000005,2.0,2026-06-28,8.0,16244.28,13.07,Priority phone call
LOAN00005001,APP00008005,CUST0017010,West Bengal,Durgapur,Male,Salaried,Finance and Accounting,Affluent,102111,689,0.338,DSA Agent,Personal Loan,Medical Expense,High,58.48,2025-12-17,280000.0,24.67,18,18768.4,Active,219345.53,1,Current,0,0,112610.40000000001,98437.54000000001,0.8741,0,1,2,7.333333333333333,22,0.155,0.45,219345.53,15299.35,0,0,0,13.25,Low Priority,2.0,34575.84,0.0,2026-04-10,2.0,120640.04,13.07,Digital reminder + payment link
LOAN00003715,APP00005937,CUST0001322,Maharashtra,Pune,Female,Salaried,IT and Services,Upper Mass,74376,669,0.06,Mobile App,Consumer Durable Loan,Laptop,Low,90.82,2025-12-03,7500.0,15.61,12,679.1,Active,5235.41,41,31-60 DPD,0,0,4074.6000000000004,2542.51,0.624,1,2,1,21.666666666666668,109,0.24,0.45,5235.41,565.42,1,0,0,22.95,Low Priority,6.0,2614.94,2.0,2026-06-18,6.0,3225.01,13.05,Priority phone call
LOAN00012864,APP00020755,CUST0008414,Uttar Pradesh,Ghaziabad,Male,Salaried,Finance and Accounting,Upper Mass,50056,726,0.26,Partner Marketplace,Personal Loan,Medical Expense,Medium,71.92,2025-03-30,181000.0,21.62,18,11863.57,Active,60265.71,42,31-60 DPD,0,0,177953.55,163546.31,0.919,0,1,10,19.333333333333332,45,0.24,0.45,60265.71,6508.7,1,0,0,24.53,Low Priority,7.0,25108.46,1.0,2026-04-27,7.0,35134.91,13.05,Priority phone call
LOAN00006811,APP00010968,CUST0011686,Delhi,Rohini,Female,Salaried,Finance and Accounting,Upper Mass,78263,685,0.191,Mobile App,Personal Loan,Medical Expense,High,60.06,2026-03-16,216000.0,24.34,9,26499.13,Active,166384.24,26,1-30 DPD,0,0,79497.39,48650.56,0.612,1,1,1,35.0,41,0.1271,0.45,166384.24,9516.35,0,0,0,10.48,Low Priority,2.0,57905.32,0.0,2026-05-17,2.0,91511.33,13.03,Digital reminder + payment link
LOAN00014047,APP00022666,CUST0001298,Maharashtra,Pune,Female,Salaried,Sales and Retail,Upper Mass,78743,654,0.221,Mobile App,Personal Loan,Medical Expense,High,49.24,2026-03-16,218000.0,23.75,12,20587.63,Active,179194.89,15,1-30 DPD,0,0,61762.89,61762.89,1.0,0,0,0,0.0,0,0.1271,0.45,179194.89,10249.05,0,0,0,10.85,Low Priority,3.0,0.0,1.0,2026-06-16,3.0,104470.62,13.02,Digital reminder + payment link
LOAN00012386,APP00019977,CUST0000368,Delhi,Rohini,Male,Small Business Owner,Trading,Mass Market,34032,607,0.626,Paid Search,Consumer Durable Loan,Mobile Phone,Critical,31.04,2025-08-13,28500.0,24.87,12,2706.96,Active,8597.27,58,31-60 DPD,0,0,27069.6,19204.49,0.7094,1,3,3,18.7,48,0.389,0.45,8597.27,1504.95,1,0,0,29.75,Low Priority,9.0,6345.200000000001,1.0,2026-06-22,9.0,5012.21,13.01,Priority phone call
LOAN00014315,APP00023109,CUST0001585,Uttar Pradesh,Lucknow,Female,Self-employed,Small Business,Upper Mass,89929,708,0.183,DSA Agent,Personal Loan,Travel,Medium,62.55,2026-03-09,168000.0,20.69,24,8607.23,Active,158500.27,19,1-30 DPD,0,0,25821.69,17214.46,0.6667,0,0,1,0.3333333333333333,1,0.0768,0.45,158500.27,5477.77,0,0,0,7.99,Low Priority,5.0,120229.82,3.0,2026-06-27,5.0,102866.68,13.0,Digital reminder + payment link
LOAN00014215,APP00022940,CUST0020038,Maharashtra,Mumbai,Male,Self-employed,Professional Services,Upper Mass,96806,739,0.37,DSA Agent,Personal Loan,Education,Medium,64.84,2025-12-29,251000.0,21.36,18,16420.13,Active,192563.32,23,31-60 DPD,0,0,98520.78,82100.65000000001,0.8333,0,0,2,6.166666666666667,36,0.0937,0.45,192563.32,8119.43,0,0,0,9.73,Low Priority,4.0,108548.47,1.0,2026-06-20,4.0,112264.42,13.0,Digital reminder + payment link
LOAN00001800,APP00002876,CUST0010153,Gujarat,Surat,Male,Salaried,Healthcare,Upper Mass,67225,699,0.162,Mobile App,Personal Loan,Emergency Expense,Medium,64.51,2026-03-13,198500.0,21.47,18,12996.2,Active,173671.5,24,1-30 DPD,0,0,38988.600000000006,25992.4,0.6667,0,1,0,0.3333333333333333,1,0.06,0.45,173671.5,4689.13,0,0,0,7.67,Low Priority,1.0,0.0,0.0,2026-05-24,1.0,95519.33,13.0,Digital reminder + payment link
LOAN00019454,APP00031504,CUST0001037,Uttar Pradesh,Ghaziabad,Female,Salaried,Education,Low Income,19391,624,0.258,Paid Search,Salary Advance,Festival Expense,High,46.34,2026-01-20,11500.0,22.82,6,2046.24,Active,4728.31,38,1-30 DPD,0,0,10231.2,5456.24,0.5333,2,1,0,37.2,102,0.24,0.45,4728.31,510.66,1,0,0,22.94,Low Priority,9.0,4720.45,4.0,2026-06-28,9.0,3068.67,13.0,Priority phone call
LOAN00013997,APP00022572,CUST0009863,Uttar Pradesh,Lucknow,Female,Salaried,Finance and Accounting,Upper Mass,71100,669,0.368,Website,Personal Loan,Home Improvement,Critical,41.54,2026-03-09,129500.0,28.96,18,8954.99,Active,120570.54,21,1-30 DPD,0,0,26864.97,13354.68,0.4971,0,1,1,14.0,42,0.2841,0.45,120570.54,15414.34,0,0,0,16.24,Low Priority,2.0,83891.93,0.0,2026-04-15,2.0,66313.8,12.97,Digital reminder + payment link
LOAN00004219,APP00006743,CUST0015155,Karnataka,Mangaluru,Male,Small Business Owner,Small Business,Upper Mass,96788,711,0.288,Referral,Personal Loan,Education,Medium,62.96,2026-03-26,197000.0,22.59,18,13004.95,Active,177453.29,16,1-30 DPD,0,0,39014.850000000006,26009.9,0.6667,0,0,2,4.333333333333333,13,0.1026,0.45,177453.29,8193.02,0,0,0,9.7,Low Priority,1.0,0.0,0.0,2026-03-08,1.0,97599.31,12.97,Digital reminder + payment link
LOAN00002944,APP00004725,CUST0023538,Kerala,Thiruvananthapuram,Male,Salaried,Sales and Retail,Mass Market,40241,623,0.568,DSA Agent,Consumer Durable Loan,Home Appliance,High,46.2,2026-01-14,20500.0,22.4,12,1922.63,Active,16660.89,33,1-30 DPD,0,0,9613.150000000001,6389.01,0.6646,0,3,1,8.2,30,0.24,0.45,16660.89,1799.38,1,0,0,23.28,Low Priority,4.0,18078.91,1.0,2026-06-27,4.0,9713.3,12.97,Priority phone call
LOAN00018770,APP00030396,CUST0012491,Andhra Pradesh,Visakhapatnam,Male,Salaried,IT and Services,Mass Market,36666,688,0.141,Website,Personal Loan,Emergency Expense,Medium,65.12,2025-01-30,109500.0,23.74,24,5775.19,Active,50089.54,57,31-60 DPD,0,0,98178.23,66372.37999999999,0.676,3,2,6,20.823529411764707,90,0.24,0.45,50089.54,5409.67,1,0,0,24.23,Low Priority,12.0,134643.43,2.0,2026-06-20,12.0,30855.16,12.96,Priority phone call
LOAN00012385,APP00019976,CUST0006701,Karnataka,Mangaluru,Female,Salaried,Education,Mass Market,37326,658,0.66,DSA Agent,Personal Loan,Education,Critical,36.07,2026-04-29,58000.0,27.64,18,3972.66,Active,55385.5,28,1-30 DPD,0,0,7945.32,7945.32,1.0,0,0,0,0.0,0,0.3552,0.45,55385.5,8852.82,0,0,0,17.57,Low Priority,1.0,8309.12,0.0,2026-04-16,1.0,30462.02,12.96,Digital reminder + payment link
LOAN00013103,APP00021131,CUST0017476,West Bengal,Kolkata,Female,Salaried,Education,Mass Market,29510,704,0.228,DSA Agent,Personal Loan,Travel,High,54.3,2025-07-12,94000.0,25.15,24,5024.0,Active,59560.37,30,31-60 DPD,0,0,55264.0,53156.4,0.9619,0,1,0,0.8181818181818182,3,0.24,0.45,59560.37,6432.52,1,0,0,24.5,Low Priority,9.0,58338.54,3.0,2026-06-29,9.0,38654.68,12.94,Digital reminder + payment link
LOAN00008066,APP00012915,CUST0016798,Karnataka,Hubballi,Male,Salaried,IT and Services,Upper Mass,53632,673,0.245,Referral,Salary Advance,Monthly Cashflow,Medium,71.69,2024-08-16,18500.0,20.95,3,6383.23,Active,9039.12,30,1-30 DPD,0,0,19149.69,19149.69,1.0,0,0,1,14.333333333333334,42,0.24,0.45,9039.12,976.22,1,0,0,23.06,Low Priority,13.0,18050.27,5.0,2026-06-10,13.0,5866.39,12.93,Digital reminder + payment link
LOAN00006480,APP00010453,CUST0023201,Karnataka,Mysuru,Female,Small Business Owner,Trading,Affluent,122284,732,0.085,Partner Marketplace,Personal Loan,Debt Consolidation,Medium,66.25,2026-02-26,386000.0,23.33,6,68781.18,Active,172611.37,29,1-30 DPD,0,0,275124.72,206343.53999999998,0.75,0,1,1,1.5,6,0.0842,0.45,172611.37,6540.24,0,0,0,8.73,Low Priority,2.0,0.0,0.0,2026-05-14,2.0,94936.25,12.93,Digital reminder + payment link
LOAN00005105,APP00008183,CUST0006404,Telangana,Nizamabad,Male,Salaried,Healthcare,Upper Mass,69131,678,0.282,Partner Marketplace,Consumer Durable Loan,Mobile Phone,Low,78.47,2025-10-23,70500.0,16.36,6,12317.0,Active,8785.98,30,31-60 DPD,0,0,73902.0,69662.0,0.9426,0,1,2,8.333333333333334,30,0.24,0.45,8785.98,948.89,1,0,0,23.05,Low Priority,5.0,35646.79,2.0,2026-06-12,5.0,5412.16,12.91,Digital reminder + payment link
LOAN00018721,APP00030309,CUST0019251,Maharashtra,Pune,Male,Self-employed,Professional Services,Affluent,130964,738,0.365,Mobile App,Personal Loan,Education,High,53.13,2025-04-21,252500.0,26.68,36,10265.07,Active,184649.18,16,1-30 DPD,0,0,143710.97999999998,118947.54,0.8277,1,2,6,14.285714285714286,45,0.1985,0.45,184649.18,16493.79,0,0,0,14.22,Low Priority,3.0,0.0,0.0,2026-03-21,3.0,101557.05,12.91,Digital reminder + payment link
LOAN00009066,APP00014530,CUST0015706,Delhi,Rohini,Male,Small Business Owner,Trading,Upper Mass,59879,669,0.204,DSA Agent,Business Micro-loan,Working Capital,Critical,35.22,2025-12-05,146000.0,30.25,12,14251.08,Active,89428.18,12,Current,0,0,85506.48,85506.48,1.0,0,0,0,0.5,2,0.389,0.45,89428.18,15654.4,0,0,0,20.06,Low Priority,3.0,86525.86,1.0,2026-04-21,3.0,52136.63,12.91,Digital reminder + payment link
LOAN00015471,APP00024972,CUST0000854,Uttar Pradesh,Lucknow,Male,Salaried,Manufacturing,Mass Market,36700,679,0.492,Referral,Personal Loan,Family Event,High,51.67,2026-01-02,63500.0,26.2,12,6072.35,Active,44235.49,30,1-30 DPD,0,0,30361.75,28517.88,0.9393,0,1,2,14.6,36,0.24,0.45,44235.49,4777.43,1,0,0,24.07,Low Priority,5.0,57443.3,1.0,2026-06-21,5.0,25789.29,12.89,Digital reminder + payment link
LOAN00004146,APP00006629,CUST0013295,Maharashtra,Mumbai,Other,Self-employed,Small Business,Affluent,124740,663,0.133,Paid Search,Personal Loan,Home Improvement,Low,76.06,2025-09-21,212000.0,19.55,9,25515.68,Active,19900.27,34,31-60 DPD,0,0,229641.12,146346.21,0.6373,1,3,2,23.11111111111111,97,0.24,0.45,19900.27,2149.23,1,0,0,23.37,Low Priority,6.0,122491.69,2.0,2026-06-08,6.0,12258.57,12.89,Priority phone call
LOAN00014919,APP00024094,CUST0014167,Karnataka,Bengaluru,Female,Salaried,Sales and Retail,Affluent,100140,696,0.117,Website,Consumer Durable Loan,Electronics,Medium,74.79,2025-12-29,54000.0,18.95,18,3470.02,Active,41240.9,37,31-60 DPD,0,0,20820.12,14957.84,0.7184,0,2,1,6.166666666666667,28,0.24,0.45,41240.9,4454.02,1,0,0,23.98,Low Priority,4.0,16376.63,0.0,2026-06-23,4.0,22682.5,12.89,Priority phone call
LOAN00009949,APP00015916,CUST0013509,Karnataka,Bengaluru,Female,Contract Worker,Operations Support,Mass Market,35606,585,0.208,Social Media,Personal Loan,Medical Expense,Critical,4.71,2026-01-17,110000.0,28.38,24,6059.06,Active,95432.95,7,1-30 DPD,0,0,30295.300000000003,18177.18,0.6,1,1,2,19.6,43,0.4437,0.45,95432.95,19054.62,0,0,0,22.7,Low Priority,2.0,0.0,0.0,2026-04-30,2.0,52488.12,12.86,Digital reminder + payment link
LOAN00019490,APP00031551,CUST0017567,Karnataka,Bengaluru,Male,Self-employed,Small Business,Affluent,129751,688,0.326,DSA Agent,Consumer Durable Loan,Laptop,High,56.11,2025-10-09,33500.0,22.44,12,3142.51,Active,16656.95,35,1-30 DPD,0,0,25140.08,13757.900000000001,0.5472,2,2,1,26.75,102,0.24,0.45,16656.95,1798.95,1,0,0,23.28,Low Priority,6.0,21093.089999999997,2.0,2026-05-26,6.0,10260.68,12.85,Priority phone call
LOAN00014774,APP00023853,CUST0007944,Madhya Pradesh,Bhopal,Male,Salaried,Manufacturing,Mass Market,47934,649,0.299,Mobile App,Personal Loan,Emergency Expense,Critical,37.65,2026-04-03,103000.0,29.01,18,7125.07,Active,97732.16,12,1-30 DPD,0,0,14250.14,14250.14,1.0,0,0,2,10.0,14,0.2841,0.45,97732.16,12494.57,0,0,0,15.58,Low Priority,0.0,0.0,0.0,No Prior Contact,0.0,53752.69,12.85,Digital reminder + payment link
